comment_text,multi_labels
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Logan's whole deal is to play up his bad-boy image, so it is pretty hard to defame him. I mean even Prime, his one 'good' product is being sued because it isn't honoring contracts. Then you throw in Liquid Marketplace, and Logan is indeed 'running' these projects and scamming people making him a serial scammer."",""dst"":""洛根的整个交易是渲染他的坏男孩形象，所以很难诋毁他。我的意思是，即使是Prime，他的一个“好”产品也被起诉，因为它没有履行合同。然后你掷界外球流动市场，洛根确实是'运行'这些项目和欺骗人民，使他成为一个连环骗子。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""also statt 400euro auszugeben Nehm ich lieber mein Smartphone..."",""dst"":""So instead of spending 400 euros, I'd rather take my smartphone...""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Does this work offline or do I need an internet connection?"",""dst"":""这是脱机工作还是需要互联网连接？""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy face with tears of joy face with tears of joy"",""dst"":""喜极而泣的脸喜极而泣的脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""es"",""to"":""en"",""trans_result"":{""src"":""El diseño es atractivo, pero creo que necesita mejorar la velocidad de traducción."",""dst"":""The design is appealing, but I think it needs to improve the translation speed.""}}","(3.0, 0.0, 0.0, 1.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Man gut, dass er nicht vergessen hat, wo der Xfaiyx ist face with peeking eye face with tears of joy"",""dst"":""Man Gut，Dass er Nicht Vergessen Hat，Woder Xfaiyx Ist的脸上露出了眼睛，脸上流着喜悦的泪水""}}","(1.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""It’s a good device overall, but I’d love to see an option to edit recordings directly on it."",""dst"":""总的来说，这是一个很好的设备，但我希望看到一个可以直接在上面编辑录音的选项。""}}","(3.0, 0.0, 0.0, 1.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""There's an app for that"",""dst"":""有一个应用程序可以解决这个问题。""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""ko"",""to"":""en"",""trans_result"":{""src"":""튀르키에 관광객 많이 오는걸로 5위 안에 들건데 그돈 다 어디가는거지 관광객 수입만 70조 이상으로 걷어들인다고 하는데 그돈 다 어디가는거죠 왜 나라에 돈이 없는거죠 궁금하네요"",""dst"":""I'm going to be in the top five with a lot of tourists coming to Turkey, and they're saying they're going to collect more than 70 trillion won in tourist income, but where are they going? I wonder why the country doesn't have any money.""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I cant stop laughing loudly crying face loudly crying face loudly crying face"",""dst"":""我不能停止大声地笑哭脸大声地哭脸大声地哭脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""bros so small compared to everyone loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face"",""dst"":""兄弟那么小，比起每个人都大声哭脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Amazing fire fire fire"",""dst"":""惊人的火焰火焰火焰""}}","(1.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""\""hi Apnavi grinning face with sweat Niro's over there smiling face with smiling eyes \"" \""Carrie's over there unamused face \"""",""dst"":""“嗨，阿普纳维，满是汗水的笑脸，尼罗那边的笑脸，带着微笑的眼睛” “嘉莉那边的不愉快的脸”""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Defo buying this with your code thumbs up medium-dark skin tone"",""dst"":""DEFO购买这个与您的代码大拇指中深色肤色""}}","(1.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Can I use this for business meetings? Seems like a great tool for professionals!"",""dst"":""我能在商务会议上使用这个吗？对于专业人士来说，这似乎是一个很好的工具！""}}","(1.0, 1.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Lol nice face with tears of joy"",""dst"":""哈哈，脸上带着喜悦的泪水。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Does the Xfaiyx Smart Translator offer support for regional dialects in Germany? It would be helpful for understanding local accents during interviews."",""dst"":""XFAIYX智能翻译器是否支持德国的地区方言？这将有助于在面试中理解当地口音。""}}","(4.0, 1.0, 1.0, 0.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""Warum sollte ich 369€ ausgeben, wenn mein Smartphone das gleiche kann? Finde ich überflüssig."",""dst"":""Why should I spend $369 if my smartphone can do the same? I think it's superfluous.""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""How durable is it for daily use?"",""dst"":""日常使用的耐用性如何？""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""That’s my girl red heart smiling face with smiling eyes"",""dst"":""那是我的女孩红心笑脸和微笑的眼睛。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""So I am still safe from that translator face with tears of joy face with tears of joy face with tears of joy because the language I spoken is not listed there."",""dst"":""所以我仍然不会被那个翻译带着喜悦的泪水，因为我所说的语言没有列在那里。""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy face with tears of joy face with tears of joy"",""dst"":""喜极而泣的脸喜极而泣的脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy face with tears of joy face with tears of joy"",""dst"":""喜极而泣的脸喜极而泣的脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""es benötigt aber Internet"",""dst"":""But it needs Internet""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""A few days a go nick was jealous of niro because niro was carries high school crush now they are like brother"",""dst"":""几天过去了，尼克嫉妒尼罗，因为尼罗是高中时的暗恋对象，现在他们就像兄弟一样。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy face with tears of joy face with tears of joy"",""dst"":""喜极而泣的脸喜极而泣的脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I don't know why Nick looks like Naitik from ye rishta kya kehlata hai grinning face with sweat"",""dst"":""我不知道为什么Nick看起来像《Ye Rishta Kya Kehlata Hai》中的Naitik，脸上满是汗水。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Can I connect it to my phone for updates? thinking face"",""dst"":""我可以将它连接到我的手机进行更新吗？思维脸""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I just really hope this goes to trial. I want to see bankston's depositions of paul and his buds so much. I watched most of the available depositions he and his partners did in their alex jones trial, and they're both so good at it. they'd turn paul inside out inside 20 minutes. Discovery would be fun too."",""dst"":""我真的希望这能上法庭。我很想看班克斯顿对保罗和他朋友的证词。我看了他和他的搭档在亚历克斯·琼斯的审判中所做的大部分证词，他们都很擅长。他们会在20分钟内把保罗翻个底朝天。发现也会很有趣。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""Ich habe es getestet, aber die Übersetzungen waren nicht immer korrekt. Für den Preis hätte ich mehr erwartet."",""dst"":""I tested it, but the translations were not always correct. I would have expected more for the price.""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Nick and Carrie I have been fans since 2021 can I please get a hi?"",""dst"":""尼克和凯莉，我从2021年开始就是粉丝了，我能打个招呼吗？""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Haha what’s the point?!"",""dst"":""哈哈，重点是什么？！""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""The only reason he's doing this is because he has more money then coffeezilla he knows that he can win this just by having more money cuz you know that's how the justice system works in the favor of those who have more money than you.. Plus you should never trust a person with two first names grinning face with sweat"",""dst"":""他这样做的唯一原因是因为他比Coffeezilla有更多的钱，他知道他可以通过拥有更多的钱来赢得这场比赛，因为你知道司法系统是如何运作的，有利于那些比你更有钱的人。另外，你永远不应该相信一个有两个名字、满脸汗水的人。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Logan didn’t care about the profits? Sure"",""dst"":""洛根不关心利润。一定""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""There is something called google translator on your phone"",""dst"":""你的手机上有个叫谷歌翻译的东西。""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Carrie why do you need to know tho private ?"",""dst"":""凯莉，你为什么要知道这些隐私？""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""purple heart purple heart purple heart"",""dst"":""紫心紫心紫心""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""메리크리스마스 evergreen tree Christmas tree 따뜻한 연말 보내세요 smiling face with smiling eyes"",""dst"":""메리크리스마스 evergreen tree Christmas tree 따뜻한 연말 보내세요 smiling face with smiling eyes""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I used it during a business meeting and it helped a lot, but the translations felt robotic."",""dst"":""我在一次商务会议上使用了它，它帮了很大的忙，但翻译感觉很机械。""}}","(3.0, 1.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""There's an expectation of delivery on a product, and the question of whether that time is \""reasonable\"" will certainly come up. It clearly has not been a reasonable amount of time for anything that LP has promised, therefore no defamation."",""dst"":""对产品的交付有一个预期，这个时间是否“合理”的问题肯定会出现。很明显，对于LP所承诺的任何事情来说，这都不是一个合理的时间，因此没有诽谤。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Xfaiyx is great for quick translations, but it doesn’t always get the grammar right. Still, it’s handy for travel."",""dst"":""XFAIYX非常适合快速翻译，但它的语法并不总是正确。不过，旅行还是很方便的。""}}","(3.0, 1.0, 0.0, 0.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""Kein Internet, aber Internet an. Watten nu ?"",""dst"":""No Internet, but Internet on. Watten nu?""}}","(2.0, 0.0, 1.0, 0.0)"
"{""from"":""ko"",""to"":""en"",""trans_result"":{""src"":""이 제품의 음성 인식 기능이 정확하지 않다는 리뷰를 봤는데, 실제로 사용해보신 분들의 의견이 궁금합니다."",""dst"":""I saw a review that the voice recognition function of this product is not accurate, and I want to know the opinions of those who have actually used it.""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""It seems like LP is reaching deep into the either to save his rep. His only hope is to outspend CZ."",""dst"":""看起来LP正在深入到任何一方以挽救他的声誉。他唯一的希望就是花得比CZ多。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I hates nick friends like im a girl wven in the video i am angry"",""dst"":""我讨厌尼克的朋友，就像我是一个女孩，即使在视频中我也很生气。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I love how compact the Xfaiyx Translator is, but the battery life could definitely be better."",""dst"":""我喜欢XFAIYX Translator的小巧，但电池寿命肯定可以更长。""}}","(3.0, 0.0, 0.0, 1.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""So it has the same application idea as what phones can do already? Why not use an existing phone for these..."",""dst"":""所以它和手机已经可以做的应用理念是一样的。为什么不使用现有的电话为这些..""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""fr"",""to"":""en"",""trans_result"":{""src"":""You dhould not listen"",""dst"":""You dhould not listen""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""that speedy escape though face with tears of joy face with tears of joy face with tears of joy"",""dst"":""那迅疾的逃离，虽然面带喜泪，面带喜泪，面带喜泪""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""1. Fürs Sprachenlernen brauchst du kein Talent nur, muss es nur regelmäßig lernen und dranbleiben dann machst du Fortschritte 2. Wenn du dennoch ein Überetzer benutzt ist es ok"",""dst"":""One. You don't just need talent for language learning, you just need to learn it regularly and stick to it then you make progress 2. If you're still using a translator, it's okay.""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Carrie will tell anything to her bestie"",""dst"":""凯莉什么都会告诉她的闺蜜。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I love how compact the Xfaiyx Smart Translator is! Perfect for working from home or on the go."",""dst"":""我喜欢XFAIYX智能翻译器的小巧！非常适合在家或外出工作。""}}","(1.0, 1.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""There are many apps that do that. It reminds me of my iPod just taking dust in a drawer"",""dst"":""有很多应用程序可以做到这一点。它让我想起了我的iPod，只是在抽屉里吸灰尘。""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""ko"",""to"":""en"",""trans_result"":{""src"":""이 통역기를 구매하려고 하는데, 내구성이 어떤지 궁금합니다. 떨어뜨려도 괜찮을까요?"",""dst"":""I want to buy this translator, and I want to know the durability. Is it okay to drop it?""}}","(4.0, 0.0, 1.0, 0.0)"
